word value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
if -0.35167256 -0.12943034 -0.41260767 0.93643147 -0.3118901 1.8313382 -0.2831558 -0.63961136 -0.07925824 1.2398157 -0.3959648 0.093798295 0.023824356 -2.094772 0.6573506 0.33521858 -0.74857026 0.0097794 -0.19265379 -0.21112528 -0.41589212 -0.72388095 -1.0047809 -1.4003361 1.3081851 -0.4412707 -0.13032405 1.4689233 0.33434087 0.12605739 -0.5339649 0.862939 -0.44191197 0.19536217 1.2408457 -0.05627322 -0.98266375 1.4455552 0.0967364 0.11289995 -1.3696142 -0.24607806 -0.95829487 -1.4899243 0.8128796 -0.38703096 -0.02125221 -0.34471747 0.6429211 0.6842765
his -0.5321795 2.0675063 1.1266813 1.3369282 0.87412643 -0.18382804 0.9214291 1.7113429 2.0254965 0.61891484 -0.63449824 -0.3499433 0.13182509 1.1678768 1.0885845 0.5477383 -0.23643982 -0.34132046 1.3228168 2.6820185 -0.8582286 -0.8283407 0.11785003 1.6048458 1.5660053 1.066932 0.91800886 0.31235418 -1.3241606 -0.29433882 0.73688954 -0.77915907 1.2532699 0.62570345 1.4172442 -0.3201483 -2.0499277 -0.6606246 -0.85287786 -0.51051396 -0.7373576 0.11983351 -0.37890297 -1.1682398 2.711181 -0.24300323 1.0837307 0.63854635 1.4819809 -1.1980672
then -0.49666488 -0.9703715 -0.5203799 1.2365718 0.41367447 0.5703762 -0.20116985 -0.3942217 0.8166647 -0.88837916 -0.3071304 0.25831673 -0.25231528 -0.592017 0.04567408 0.7333468 -0.15293111 0.36528978 0.4929082 0.051092178 0.8455386 -0.008788461 0.12436169 0.7326842 -0.76731306 -1.2564265 1.2486699 0.39126858 0.25062707 -0.2194056 -0.36685866 1.1977731 0.60945565 0.08541946 -0.15138368 0.63722 -0.6597822 1.648642 -0.70157903 0.5325627 0.41782975 0.03573193 -1.0517578 0.25040662 -0.38430887 -0.53289247 -1.013855 1.1643102 0.84861 -0.68466693
about 0.27536118 -0.56700385 -0.9293088 0.93574923 0.25229502 0.35172972 -1.811799 -0.9864291 0.5023935 -1.3024478 -0.90870386 -1.8446112 -0.37777495 0.48910925 -0.17304683 0.11873199 0.8078153 0.11401465 -1.3129492 -0.8262918 0.6351196 -0.47322148 1.2186484 -0.63592666 -1.069052 -0.018641239 0.17225525 -0.44794568 0.06643233 -1.1812729 -1.447413 0.19507302 0.031514615 0.24839911 -0.6780354 0.239634 1.0667195 0.5279958 -0.39592457 -0.7557333 0.58707434 -0.3574519 1.381028 0.1476658 0.8184689 0.72410434 -1.205434 0.038421422 -2.3278544 0.54615384
no -0.9355991 1.0500996 -0.31386214 -0.6487023 -1.0108598 -1.7454032 0.97631955 -0.6989234 0.6672845 0.8155557 -2.1779015 0.16287787 0.16573326 -1.000074 -0.348703 0.83870196 -0.80536175 -0.023790613 -1.6444123 -0.29314467 -0.6158222 1.6248987 -1.0133128 0.66446275 -0.67961615 -1.4743521 -0.156571 0.25192815 -0.026025735 0.06182293 -0.36168683 0.35080528 0.18372971 2.0879364 1.8011541 -0.85213715 -0.43404967 1.1963534 -0.54510444 -1.5627985 0.05903628 0.060402356 -0.55000865 -0.3286633 1.604194 1.2934437 0.9056931 -0.04286917 -0.087594725 0.69274306
them 1.6831397 0.5398912 -0.3771384 -0.33206397 -1.301702 -0.4659531 -0.33971015 0.7737576 0.84560543 -1.542109 -0.3543386 0.6466925 -0.24986066 -0.5434442 -0.55952495 -0.18174529 -0.022132507 0.2247347 -0.22965391 -1.016705 -0.35312173 -0.09398803 0.122889176 0.600854 0.15351567 1.0047026 0.9702328 -0.7873777 0.7742558 -0.09003067 0.7010712 0.24395908 -0.101238966 0.94107527 -0.42727304 0.4218408 -0.41439295 0.4627955 -0.8400421 0.99744797 0.04311261 0.47173086 -0.5118624 0.12362054 0.9788221 -1.2124572 0.7128899 1.2032763 -1.1842743 -0.26669595
like 0.96900135 -1.7118186 0.45230561 0.29312706 -0.1402414 0.21682318 -0.44253966 -2.8336225 -0.37200916 1.0144328 -0.46808437 1.0551612 -0.6508607 -0.32321882 0.435629 -0.9218853 1.1417868 0.12641355 -1.0961165 1.6926401 0.9768646 -0.66026527 -0.0052026673 0.30586177 -0.056592572 0.03744671 -0.2884975 -1.5365412 -0.38006568 0.27414116 -1.4169408 0.63819927 -0.53654706 -0.989368 0.3387524 -0.71767277 -0.67764246 -0.3935789 0.10741809 0.1838121 -1.4287336 0.6037795 0.42528895 0.038965452 -0.088601425 0.21326268 0.8202232 -1.3711851 -0.50217277 -0.36968616
were -0.15526296 -0.8208016 0.86540854 0.3711757 -0.2133141 0.7655369 -0.2969529 -0.45695254 1.1718804 -1.2495924 -1.0276434 -1.0966818 0.7350062 -0.00075047417 -0.87503105 -0.71838826 2.0571356 -0.17135201 -1.124715 -0.07242615 1.781518 0.06362817 -0.11176385 2.356588 0.4312451 -0.49574226 1.4757677 -1.8866179 -2.0921943 0.7614858 -0.8043467 0.6693788 -0.49172118 -0.015031068 0.36994115 0.17065588 -1.3825777 -1.1586944 -0.52421975 -0.56646526 -2.3889544 -0.26217183 0.59002894 -1.0638858 -0.508025 0.25806493 -0.114004314 1.2683042 -1.4858683 -0.18876185
would -1.5149791 -0.59241974 0.09657332 -1.1951641 0.62786996 1.0850992 -1.1231004 0.70041704 -0.44691625 0.3025339 -2.0184216 -0.9096597 0.81608254 -1.3635094 0.06680578 -0.7622144 0.55547184 0.92881435 -0.29277584 0.6436544 1.2704334 0.22495434 1.9376819 0.5785657 -0.6683308 -0.8301641 -1.424027 -1.0763589 -0.21984231 -1.8313639 -0.389249 1.9776281 0.9351117 1.5442045 1.2978761 -0.5070562 -0.8772274 0.01285892 -1.7368059 0.7751111 -0.29716453 -0.7137763 -1.8251954 0.110636756 0.18489647 1.1519635 -0.4201138 -0.6642813 -0.5511923 -1.0144193
herself -0.28067252 1.0542989 0.6900701 1.4935081 0.23691228 -0.81164116 0.8805296 -0.69839287 0.45940444 -1.1650212 0.47332102 1.3285301 0.8756674 -0.23269732 -0.23732208 0.20627469 -0.0357767 0.1309607 -0.12137872 0.3090802 0.12685159 0.18010719 -0.049307644 -0.3505548 0.17785299 0.99955654 0.79182976 -0.8205468 0.7679713 -0.7262315 0.77836835 -0.53340524 0.054720253 0.9117495 -0.08140351 -0.15126887 -1.0095315 0.7854599 -1.42646 0.31057248 -0.86959064 1.3932498 -1.5077144 0.50313073 0.43198252 0.094665125 0.17595464 1.4553118 -0.65035105 -0.51442736
know 0.08204258 -0.6245849 -0.21326852 1.1699144 -1.1550393 0.058562588 0.31168342 -1.7340727 1.1000654 0.58654845 0.13054481 0.7543066 0.07859984 -0.80367553 0.67297536 -0.09527076 0.81595474 0.08805694 -0.59523034 -1.2359768 0.7226787 -0.7140012 -0.023374358 0.0011650808 0.39704633 -0.87218577 -0.4165979 0.29436517 0.17363557 0.7183448 -0.89734006 0.70892644 -0.27723014 -0.67155683 0.32315862 -0.515245 1.1327332 -0.116757356 -1.2816604 0.24300925 -0.9772916 -1.1492969 0.37153608 0.40562227 0.92432773 0.185754 1.9870917 0.90368116 1.1471871 -0.81805855
went 0.7917842 -0.8492102 1.133267 1.2913729 1.1571035 1.3678576 1.0047908 0.21814619 0.3239468 -0.057127327 0.33647373 1.3355894 0.76217806 1.1594528 -0.45239407 -0.01637722 0.996732 0.5446763 1.1932565 -1.770453 -0.13038428 0.74131936 1.6087947 -0.07813433 0.5556413 -0.43773833 2.431892 -0.56328344 0.74351573 -0.64381284 0.33392116 -0.6303539 -1.3306397 2.0663736 0.45883164 -0.46649796 -1.3457069 -0.97664803 -1.9274338 0.66363055 -1.1345826 -0.49815366 -1.0275258 -0.2430894 0.46439502 -0.5275838 1.2673212 0.039983172 0.78773373 -1.7775382
again 0.5323813 -1.1041436 -0.1810242 -0.4246887 0.5003348 0.18070161 0.27680662 -0.18397397 0.3079325 -0.2067202 -0.9212463 0.58656913 -0.7593681 0.6893965 -0.15042534 -1.0888264 1.2327032 1.5493189 0.23258081 -0.20183857 0.58666193 0.14462745 0.28694347 -0.4375602 -1.5066726 0.35961515 0.46655992 -0.30852526 -0.2886798 -1.8350149 -0.2619891 0.07230183 -0.9266192 -1.1238531 0.9392982 -0.6588932 0.5566172 0.37543684 -0.034916848 -0.47724366 0.1766128 0.22394882 -0.47009423 -0.09327198 -0.14134371 -2.0194395 0.48628777 -0.045852613 1.2595152 -0.10067483
do -0.21181576 -0.2579974 -0.28316978 1.1491536 0.47257116 -0.9954753 0.85320497 -1.0629205 0.44492614 0.86247456 -0.60723174 -0.105768315 0.92767906 -0.5095175 0.16509645 -0.6337939 1.2732272 1.2149411 0.7231803 -0.896995 0.513887 -0.13504873 -0.027847448 -0.31297502 0.8573696 -0.37221393 0.25283876 -0.577304 0.47244373 0.2591161 0.15218288 0.4968243 0.5748887 -0.92368615 -0.64228386 -0.90054154 -0.034541 0.4008583 -0.5974595 1.2103165 -1.1117585 -0.41816434 -0.6888963 0.15535808 1.2703526 -0.017297162 0.60138834 1.2164544 -1.0487939 -0.3620346
have -0.39507815 -0.5495755 0.7997201 0.5872167 -0.5023322 -0.9156265 0.04336127 -1.4566343 -0.35610238 -1.204074 -0.88883233 -0.3027186 0.0015086066 -1.3701696 0.6627331 0.5672548 -0.981859 0.8326458 -1.1079164 -0.13126081 -0.8376058 -0.81910056 -1.9034252 -0.6103035 -0.5783432 0.20937642 1.3521622 -0.27797437 2.0485232 1.5051005 1.6118319 0.83578455 0.23479801 0.92693394 -1.7896394 -1.2032478 -0.56367034 1.0889872 -0.45989397 1.1885514 -1.8252304 -1.0109576 0.14756985 -1.6642826 1.6680722 0.5336804 0.5706983 -0.8549332 -2.0643313 -0.078097865
when -0.031852532 -1.7371206 0.08228857 -0.48940572 0.9319687 1.4277822 -0.09652908 -0.034501135 1.0059167 -0.05147033 -0.7964904 0.1994712 -1.1128603 -1.2524351 1.0193146 0.39844462 0.29642382 -1.252604 -1.4081656 0.17103897 0.047041856 -1.8976861 -1.3785889 -1.1981602 -1.3017602 0.41213354 0.49310383 0.4990961 -0.05214588 0.59867936 0.3571778 0.8977468 -0.62667453 0.25995973 0.8437228 0.95534956 -0.76952 -0.6303037 1.0145928 0.44524103 -0.20287503 0.048374627 -2.2021053 -1.4733591 -1.0990028 -0.7833823 -0.277075 0.9053981 0.48945183 0.062375706
or 1.1473418 0.22907448 0.32123318 -1.078187 0.80328876 0.026989935 0.83901 0.4820004 0.364945 2.2496977 -1.1355726 0.032080576 -0.08077671 0.28972617 0.7421369 -0.980434 1.6404285 -0.8010935 -0.93138945 -0.6977792 -1.6475364 -0.19465823 -0.17832431 -0.79556745 -0.6984243 0.6746239 0.5475209 -0.11364259 0.49451372 -0.21514729 -1.7683371 0.08605478 -0.52471054 -0.6320698 -0.6818206 0.72848064 -0.6758966 -0.41957757 0.18766426 0.8775331 -0.7011591 -0.12660654 0.6323217 -0.6845098 0.85732275 0.6650325 -1.8702097 -0.08607653 -1.3855743 -0.27364904
could -0.30032855 -1.2744212 -0.20004645 -0.6862995 -0.53871334 0.58774215 -0.37334314 0.7129107 -0.569976 -0.017254155 -0.066376984 0.25512287 1.0972673 -2.3843937 1.393574 -1.0526608 0.07228307 1.9311739 1.6144142 -0.5898715 2.3650131 -1.1174376 1.4143803 0.79873884 -0.32829905 -1.1529655 0.2850694 0.38482288 0.032835923 -1.2197732 0.42178762 1.4491152 -0.9763974 1.0911839 1.283134 -0.71586055 0.7664277 -0.690161 -2.1816628 1.5374796 -0.17832962 -0.44658527 -0.47598082 -1.8474689 0.96517056 0.42247775 -1.6428903 0.021373056 -0.6584926 -0.5417622
thought 0.46576065 -0.031722512 1.7446802 0.4954181 1.7188404 -0.40401334 -0.8190893 -0.00043790598 0.354141 1.050235 1.1251073 0.6454712 1.2072889 -1.5715426 0.2638807 -0.014170646 0.5206904 -0.6079899 0.46305186 -0.6208855 0.51778597 -0.04120426 0.41446173 0.3383002 -0.19360027 -1.8150573 1.7958802 -0.24585752 1.1018597 1.7578329 0.2659057 -0.14674464 -1.1273901 1.540896 0.41837522 0.3394737 0.23635294 -0.5714595 -0.20542364 1.38752 0.35299087 -1.2530876 -0.7440894 -0.8960776 -0.12292786 -1.0187349 -0.008083108 -0.28189844 -0.3454469 -0.025656683
off -0.6578915 0.123487145 -0.0026635048 -0.41413873 -1.1437687 0.20344083 -0.61740315 0.035347503 0.7899441 -1.4954935 0.54015744 -1.7002985 0.6868813 1.4837714 -0.18781632 0.10412633 -0.5830841 0.82385826 0.70291126 0.93193156 0.78959286 -0.29263753 -1.3184791 0.2549763 -1.039952 0.74229324 -0.6181473 0.67549175 0.39869785 -0.097747564 -1.8310584 -0.34900364 -0.7499366 0.6703213 1.3100393 -0.9105592 -1.4247429 0.8274993 0.37646666 1.0866095 2.2250614 0.571506 -2.0561852 -0.6229227 1.029564 -0.6345962 -1.3312039 0.09634164 0.5955875 -0.4458718
queen 0.22527662 -0.6030576 -1.494052 0.49700984 -0.5077909 -0.40119722 -0.12696473 -0.5115147 -0.2874393 -1.0983496 0.49617544 0.6363243 0.79069453 0.6463787 -1.7066789 0.043708306 -1.8113092 1.2157605 -0.14376383 0.8807965 0.1307575 -0.6904038 0.49551877 -0.37797484 -1.316252 -0.3158537 -0.8378524 0.79311913 -0.254027 0.30915537 0.979281 -1.2910181 0.41228676 0.99532664 0.3316073 -0.72507805 -0.5317518 0.29326117 -0.6220674 0.8368809 0.14091602 1.1693082 -0.01807261 -0.18666728 0.13960664 0.96680385 0.52906597 1.2778819 1.0305889 -0.9136418
time 1.5262549 0.16745807 -1.0003932 0.011564281 0.011962348 -0.7599362 -0.53523785 -0.17142412 -0.0006042704 0.36437976 -0.39880255 -0.41414687 0.09925169 -0.8535401 -1.6576431 -0.9587979 -1.8811272 0.009016306 -1.9392099 0.37561196 0.07043017 -0.8464571 -1.1299176 1.4704765 -0.9776677 -0.080583744 0.85473937 1.2601972 0.29280934 0.3012979 -1.8190771 -0.45043042 0.94311786 0.45665196 1.277295 -0.06776541 0.105704084 -0.2702069 -0.6212084 -0.29919022 -0.34392458 -0.45506403 -1.4961512 -0.36664 1.2734121 -0.17555465 0.48588288 0.7573345 -1.2223243 0.4986158
how 1.1744019 -0.48547503 0.7532158 0.098241605 1.871302 1.37573 -0.29079315 -0.25526986 -0.33582398 1.2749388 -1.427836 -0.4948214 -1.2409947 -0.024353553 0.41469872 1.4649446 -1.1018175 1.2020336 -0.2813042 -0.65918994 2.1257763 -1.4981639 -1.0438439 -1.9349729 0.05063471 -0.48378593 0.70318115 -0.5270507 0.4565226 -0.6039021 1.7302945 0.65914243 0.4557136 -0.77501905 0.93424785 0.71376824 1.616515 0.51014125 -0.35036457 0.27013403 -0.20670505 -0.29383007 -0.63583136 0.5902519 0.44015613 -0.43353033 0.8271447 -0.40880758 0.8382691 0.9408167
me 1.2747723 -0.104595505 -0.9585377 -0.83308315 -1.8446137 -1.3536066 -0.5782175 0.8245719 0.28848022 -0.48116344 -1.4163555 0.71049064 1.4785372 -0.59558356 0.78521925 0.251883 -0.57684314 0.23804362 0.7417391 -0.83151835 0.02068804 0.48173684 0.2568191 -0.24395558 -0.45501462 0.50097567 0.149498 -1.4921128 1.4353034 -0.6331302 1.0590744 -0.09376782 0.35487124 0.26880714 0.7527546 -2.459333 0.4544122 0.91915804 0.22736901 1.2539709 -0.012418176 -0.3033347 -1.6635666 -0.52429426 1.0009179 0.23394066 1.0276543 -0.13361438 0.58657336 0.07340794
into -1.4293913 -1.2251579 -0.7713494 0.5597933 0.107545644 0.1298245 0.24683402 -0.8295639 0.6800999 -0.96733606 -0.7149026 -0.1556864 -0.09544953 -0.48787326 0.46569216 -1.0106498 -0.64523727 0.40502957 -0.45037726 1.738756 0.87468493 -0.076291524 0.9325343 1.6854314 -1.7313573 1.2661017 0.46816403 0.3291929 -0.48236018 -1.2756226 -0.6978444 -2.0270758 0.57296395 -0.3704956 -1.5718604 -0.95390517 0.46269208 0.91396886 0.7936589 -0.46846536 2.2415783 0.4424735 0.22493741 -1.000374 -1.2529353 -2.4504879 0.33428133 -0.74696195 -0.61853284 -1.7923778
see 1.1880411 -0.49952355 -0.08346372 1.4689084 0.04986581 -0.36492333 0.3719678 -1.4262725 0.5120141 0.37897658 -0.071350195 0.5945457 0.39273408 -0.045782726 0.03312496 -0.7861737 -0.25569808 0.469058 -0.6546379 -0.73884296 -0.8115201 -0.5579454 0.08452754 -0.36714834 0.3629231 -0.8858899 -0.78172916 -1.0199047 0.5558993 -0.39108455 -0.16345818 0.3762425 -0.27317762 1.2326624 -0.8435012 -0.81398594 -1.0512807 -0.43344763 -1.3840568 0.026656484 -1.33363 -1.675654 -0.3860369 -0.63516575 -0.29095197 0.090437554 0.18606588 1.2703874 -0.5603171 -0.048480302
did -1.3289806 -1.9149615 0.22164223 0.41886598 0.32823652 0.65394104 -0.8423011 -0.022488622 0.97860897 1.4600368 -0.8165247 0.014456814 1.9774684 -1.628307 -0.8893276 0.2436153 0.7153369 0.6934777 1.6993353 -1.4613667 1.9911368 -0.39289248 1.5452567 -0.28907555 -0.16318038 -0.6577622 -0.5114617 -0.5785082 -0.8632097 -0.657127 -0.31669202 1.1671185 -0.034566365 0.55086213 1.3624185 -0.7555298 0.42013413 -1.442361 -0.9709746 1.535827 -0.74286747 -0.9323373 -0.4138902 -0.10293743 -0.2678734 1.3093824 0.02090023 0.5220073 -0.5653716 -0.5551848
who -0.32454842 -2.016829 -0.2114296 0.14645715 0.016880622 -0.3909284 0.045103412 0.5780761 -0.8000848 -0.06873867 -0.32937494 1.6223123 -0.1051246 -0.10443387 -0.27932727 0.7286795 -0.84891504 0.32687122 0.07065157 0.51836604 -0.3633629 -0.8141757 -0.9539719 -1.2855566 0.05936689 0.1596306 -1.2143207 0.15697852 -0.13769752 0.82000864 0.09485067 -0.34740964 -0.5814238 1.9377002 0.19246069 0.682207 0.06893639 -0.39365238 1.4687704 -0.61386037 0.4980215 0.19589749 0.9992045 0.6886994 1.850759 0.76773673 0.19343042 -0.30784458 0.08790131 0.46976382
can -0.5880488 -1.4896802 -0.332834 -1.4775629 -1.8678691 0.55734825 -0.85071146 -0.26321185 0.17798375 0.68231225 0.9790622 0.016620085 0.70748013 -1.1754806 1.276993 -1.5921495 0.68140167 1.6362267 0.15719587 -0.47763425 3.180474 -1.2112602 0.5813625 -0.5932962 -0.48169246 0.9645361 -0.4079726 0.077646255 1.1753545 0.3982369 0.15924299 0.9462184 -1.8915493 -0.13676202 1.2452816 -1.1145362 0.24998225 -0.38952348 -0.76553404 -0.4970465 -0.32216367 -1.8841461 -0.8726368 0.091358885 0.5983699 0.46145198 -0.7822886 -0.0023515115 0.51345134 0.61148334
well -0.67792153 -0.32949033 -1.2082334 0.2498958 -1.2684097 -0.27813783 -1.2671341 0.46682858 -0.8379341 0.17344603 0.18428726 1.0970572 0.49917403 -0.7649919 -0.04512323 -1.2437919 -1.680057 -0.28978354 1.1459857 0.16393766 0.020637019 -0.8953693 1.13414 -0.20359254 1.1096898 0.2512451 0.9308003 1.814735 1.075855 -0.3047129 -0.25434563 -0.040854163 0.14203663 0.6065753 1.3503578 0.19974619 -0.16514301 1.3399332 -1.187139 0.2019738 -0.5574434 0.5081735 -0.53790426 -0.6345456 0.4631887 -0.6829522 -0.27216962 0.24011466 -1.9234997 1.0524648
m -0.6540035 -1.4415736 2.417259 0.22016644 0.21000408 -0.47718593 1.5067489 -0.6624291 -0.9312184 0.79534596 1.3434842 0.5536938 0.6613666 0.40542385 1.3596883 -0.37269446 0.7128205 -0.5067838 0.6254221 -0.6691715 0.68934 -0.091230005 -1.4533472 0.20651978 -1.4653937 -0.41730052 0.04224204 -0.46438918 1.0475883 1.2198492 -0.17571484 0.45539775 0.0923225 -1.4119717 1.5365493 0.028821817 -1.3292847 -1.3066803 -1.5341009 1.227075 -2.4109647 2.1527164 -0.2206148 -0.7991007 0.12996496 -1.4845483 -2.021482 -0.19887806 -0.6512217 -1.287702
your -0.9463569 0.494209 -0.8776489 -0.07449413 -0.5754336 -0.36612514 1.1708118 0.17236927 -0.9063563 0.16527528 1.3097888 0.4881528 1.7961341 0.41886234 1.9680127 1.8788035 0.073048525 -0.031536777 1.2672731 0.6616983 -2.0812259 -0.84518284 1.1610216 0.9210738 0.5770576 -0.7463938 1.8977634 0.54249084 -0.32060933 -0.80912536 -0.5630517 -1.1791706 -0.40282354 0.25339523 -0.31652647 -1.8016894 -0.20874165 1.2641171 0.40797547 0.20767657 1.2686944 -0.8883165 -1.1276764 0.8623386 1.4556588 1.8305496 3.4922519 1.1934094 0.40571052 -0.33585578
king -0.15350044 -1.1256922 -0.51391876 1.5947119 -0.23453629 -0.9781304 -0.4325822 -1.3534971 -1.0777937 -0.36357093 0.16382705 0.5007365 0.39359358 1.1113244 -1.5709351 -0.0299541 -0.5822958 0.15770206 0.6732306 0.34591562 -0.07525456 -0.8191634 0.68596536 -0.6887277 -1.4260447 0.07271763 -0.601844 0.038299747 0.13388857 0.26346964 -0.4669297 -1.3261577 0.72436404 -0.06601739 0.31676558 -1.7760453 0.25487664 0.77560526 -0.18122306 -0.28495312 -0.43601695 1.9376501 -0.07915688 0.30554065 -0.22131883 -0.61606187 0.28301978 1.5771978 1.3045793 -0.18133053
don 0.031138748 -2.0881076 -1.2654562 -1.5699204 -1.278797 -0.36151505 -0.8758521 -0.71790457 1.3129622 -0.065981045 1.6737685 -0.2795341 0.3285714 0.0055023097 0.1622821 -0.4173657 1.1926335 1.7235105 1.1019397 0.14274706 3.315525 -0.42778307 1.1674674 -1.2044518 0.28173038 -1.7904848 0.13595375 0.4569527 1.8634988 1.8078148 1.6838716 1.2575642 -1.0489167 -0.43389833 0.7780588 -0.39095557 0.7557075 0.067200676 -0.6504774 1.1587509 -0.43884432 -0.32342175 -0.89671504 1.2152362 1.2018273 -0.037626956 -1.3135895 0.5576262 1.3441917 1.5063728
now -0.024109852 0.18129939 -0.74536455 0.2773013 0.030899744 0.09440875 -0.07612981 -0.90117216 -0.19291204 0.84258777 0.62293524 1.0960758 -0.5706179 -0.6931813 -0.377602 0.5558927 1.372072 -0.6249213 0.62088466 -1.1799718 -0.0049810065 0.70910865 -0.080151744 -0.6575091 -0.5201271 -0.03686692 -0.27553552 0.41535047 0.51806414 0.14736366 0.70015824 0.501223 0.44983876 0.3197982 0.6036677 1.1034096 0.24675636 -0.021012632 -0.5732859 0.30667314 -0.09814614 -0.66427726 -1.0747784 -0.37582046 0.28294027 0.44480076 0.70940995 0.46249133 0.026854035 -0.50923055
by 0.30408782 -0.47023454 0.9422319 0.16161995 -0.24968863 1.1572064 -0.19971982 -0.5118571 0.43618834 -0.7746106 -0.9890159 -1.8734576 1.2155372 0.15673818 -0.39125106 -0.17023493 -0.5439464 0.18487749 -0.7704405 0.67367214 1.0965303 -0.40847373 -0.23541158 0.15773633 -0.77733684 -0.60685563 -0.6049729 0.08019486 -0.82273173 0.29966155 -1.6099077 -1.4067245 -1.1249506 0.22708246 -0.27429026 0.8038207 -0.44701475 -1.0524952 -0.09061603 -0.61059815 0.46767807 1.4534867 -0.09154146 -1.4995776 -0.12025342 -1.6344094 -1.4951829 -1.2527959 0.8076061 -0.9931545
began 0.59002453 0.1458289 0.67648214 0.5960805 1.5676533 0.5929253 0.792284 -0.473331 1.478702 0.22337693 -0.48452923 1.2936906 0.625917 1.7139679 -1.405686 -0.80510634 0.28120297 -0.32564697 1.0826002 -1.495409 1.0941612 0.5221005 0.67017955 -0.7794667 -1.1791431 0.5929372 2.2653766 -1.5264177 -0.39974996 -1.0095987 -1.0693498 -0.07722539 -0.5750987 0.77505153 -0.726006 0.12018629 -0.33538836 -1.9974276 1.0302919 1.5096904 -0.0481169 0.10181728 -0.9284065 -0.68082845 -0.087928355 -0.42180657 -1.1606001 -0.21896163 -1.4957358 -0.23157547
its -1.0079018 2.381592 0.79568404 -0.33535126 0.29016435 1.216054 2.1225586 0.53509516 0.64962703 -0.8528746 -0.03417557 -0.39186236 -0.8873988 1.3648353 -0.08548351 0.06873924 0.74000347 0.048146803 1.0402311 0.5366528 -0.7728264 1.4929758 -0.11381269 0.72679603 0.5564428 1.2342018 0.025399849 0.8860492 -0.60858727 -1.6557989 -0.14075707 -0.8996315 -0.014287541 0.087543115 0.018947763 -1.5208604 -1.2247267 1.172455 1.6885803 -1.358471 1.1508906 0.36564118 -0.5695899 -1.7296052 2.21244 -1.0541271 2.300889 0.7749217 -0.8809657 -0.41024292
ll 0.90658617 -1.5118507 0.54949963 -1.6934811 -0.60536474 1.4742912 -0.3181939 -0.5229286 0.35746124 1.8968209 -1.5175697 -0.8914624 -0.52628493 -0.8120968 1.548135 -2.1722505 2.4282403 0.15759803 0.100704975 -0.2395774 2.6845422 -0.82010925 0.63451546 -0.20411703 -0.612447 -0.32745165 0.16254894 0.5008716 0.7615378 0.072255716 0.5937521 1.0586532 -0.13014223 -0.40802172 0.72925115 0.5414278 0.7012657 0.9147096 -1.2665933 -0.24882796 1.1651715 -0.63495004 -0.7890636 -1.694698 0.6866832 -0.66048586 -0.44052964 0.35805726 -0.39863297 0.10341929
an 0.029307153 1.2603748 -0.6727394 -1.5367641 -0.63200855 -1.0809418 1.0801178 -0.15678577 1.6283123 0.7924398 -0.06023958 -1.2706363 0.12486684 1.0460237 -0.06689793 1.4167292 -0.98279804 1.1986247 -1.2535193 -0.71379966 -1.5057747 -0.3875773 2.6513493 1.8662792 2.5701861 -1.1137116 0.16569996 0.34979978 1.4820435 -2.2766607 -0.34621817 0.3912703 0.8486831 0.4655654 1.7368001 0.678622 -0.043285046 -0.8984715 -0.38482 1.0250922 -0.9027995 1.3285518 0.957991 1.772923 -0.23284936 0.040987324 0.43908376 0.5608496 0.50863135 0.21190539
my -1.0362121 1.2227533 -0.83439034 0.83315635 0.50219 -0.39075983 2.175514 0.07012319 0.23472096 -0.2353372 0.80211586 -0.87376684 -0.17120622 1.4141889 0.4417184 1.7205851 1.0734617 1.1588159 -0.5407767 0.28621915 0.9866507 1.7304488 -0.1347511 -0.103891924 -0.32556346 -0.063113175 0.6803674 -0.7520791 -0.09774947 0.41031614 -0.32878718 0.880032 1.3970907 -1.3466213 0.75716114 0.013931295 -0.40328655 -0.47047678 -0.2616528 -1.3192351 -0.4245179 -1.4252713 -1.959974 0.06621732 2.1536036 -1.0640339 2.1557522 -1.0728463 -0.4647621 0.35254672
