words value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
if 0.3957369 -0.20756666 0.23430666 0.15187614 0.30846053 0.554425 -0.09247516 0.25758526 0.18641464 0.673326 -0.29511923 0.31428653 0.36406544 -0.56932205 -0.3328133 0.6049763 -0.117813125 -0.46851406 -0.08840009 -0.12347928 0.43275002 -0.4972758 0.16899483 -0.20410769 -0.14870332 -0.5915781 -0.41317752 -0.47457543 0.13553675 -0.42964724 -0.5279522 0.014436191 -0.62983817 0.102461785 0.35195422 0.06010989 0.5391128 -0.09497288 0.14336367 0.45924896 0.28487372 0.18504685 0.060542744 -0.020920258 0.5679139 -0.31485066 -0.12431646 0.28968552 0.087866895 -0.09583419
his -0.65963066 -0.37169084 -0.37170902 0.37937394 0.6879264 -0.62897426 -0.62813795 0.1348549 0.6748374 0.05955091 -0.045278426 0.5644341 0.31443706 -0.16516837 0.1416737 -0.69446063 0.15964484 0.46341044 -0.49564302 -0.43348682 0.29384714 -0.9816424 0.3198688 -0.4438114 0.29519776 -0.5119746 -0.18173422 0.31515098 -0.73677325 -0.07511123 -0.17853205 -0.6575087 -0.5221653 0.24418099 0.73822325 0.1951596 0.3470772 -0.58584964 -0.3742016 0.30461985 -0.13504936 -0.26340607 -0.5827663 -0.28989533 0.32847676 0.22426793 -0.37085056 -0.1987354 0.6096939 0.51554394
then 0.40083727 -0.01994951 -0.023069771 0.18396877 0.39790842 0.34009084 -0.08290317 0.15440021 0.5633222 -0.20477901 0.16989444 -0.12181585 0.5381224 -0.5395648 -0.2208455 -0.082209446 0.18552436 -0.29292032 0.138935 -0.32206732 0.05478306 -0.18260995 -0.5264779 -0.0075333198 0.38034913 -0.17813297 -0.12922558 -0.3425165 0.49535495 -0.6503301 -0.07290698 -0.08383204 0.28724602 0.45129204 0.34007362 -0.16964255 0.38932317 0.0293086 0.5024467 -0.0058770888 0.052752603 -0.20060977 -0.027250266 -0.22176667 -0.37728095 -0.2922479 0.49616832 -0.37177524 0.015627116 0.08860155
about 0.091410495 0.41958925 0.16511883 -0.052733596 0.24382272 0.4562329 0.19827215 0.10632126 0.34826252 -0.25272486 -0.4009815 0.7315518 -0.36709458 0.39768398 -0.21114242 -0.04995538 -0.14233144 0.21396697 -0.113536544 0.4161001 0.8061711 -0.018808426 -0.52917004 -0.38756698 0.2327393 -0.56233734 -0.88256973 -0.33247614 0.44446 0.18460691 0.021371596 -0.12037609 0.344206 0.03866302 -0.25260547 0.08431529 0.15924363 0.14106509 0.36540225 0.01868467 -0.26174167 -0.24426281 0.6142005 0.08182218 -0.12863122 -0.023585802 0.21161653 -0.11660998 -0.30421865 0.60508716
no 0.65820485 0.9970323 0.14295496 0.31109616 0.27870324 -0.20342587 -0.067868754 0.44679484 -0.3467726 0.09214541 0.25564745 0.34135896 0.34933236 0.42573687 0.026927456 0.41371864 0.53706396 -0.124490775 0.6253808 0.23060012 -0.18493424 -0.7698777 -0.70812917 -0.21133123 0.2963944 -0.6083288 -0.10992036 0.568963 0.86235017 -0.111655295 0.37581593 -0.010488159 -0.57586205 -0.26809186 -0.1303341 -0.16498566 -0.75699675 0.40948078 -0.59630543 0.41143566 -0.015825981 0.19990003 -0.52486235 -0.1880949 0.5152713 -0.04531185 0.14326917 0.26560473 0.008959679 0.3342599
them 0.15192759 0.1978107 -0.1883708 -0.2286916 0.46082333 0.4760866 0.06453995 -0.42937884 0.17168942 0.08713983 0.3417491 -0.08948365 0.15226288 0.091356754 -0.28035903 0.06494795 -0.12264082 -0.21515684 0.65945566 -0.4064014 0.19669361 -0.33529934 -0.5382273 0.24061018 0.05363117 0.47998154 -0.26046628 -0.7439764 0.4109495 0.3943277 0.409128 -0.17263138 0.13412514 0.20822558 0.59598964 0.29805073 -0.40788832 -0.13705927 -0.04876957 0.07405109 -0.36463714 0.17641455 0.15677153 -0.2768831 -0.13412702 -0.040515985 0.03147729 0.15665987 0.60901916 -0.479106
like 0.34351778 -0.043621305 -0.33858627 -0.17207313 0.02873818 0.15060666 -0.0042840573 0.2396686 0.68569815 0.15945373 -0.39851442 -0.037531827 -0.45194522 -0.8918399 -0.32619742 0.75100666 -0.6215449 -0.12634255 -0.03973419 0.05984364 0.5891125 0.26290175 0.30729532 0.61792046 -0.10335774 -0.15193944 -0.13950934 -0.099582076 0.13774297 -0.17434578 0.94818383 0.24671553 0.43063805 0.07342339 -0.10293319 0.1995004 -0.35342628 0.08792453 -0.19135997 0.08338447 -0.18553017 0.53099126 0.71092176 0.190407 0.11420047 -0.0032860423 0.062372886 -0.26781327 0.24971549 0.15367587
were -0.0125416275 0.5432362 -0.2664731 0.8629221 0.29505974 -0.2587963 -1.2340318 -0.10047615 0.264028 0.46969607 -0.32402024 0.47650817 0.4117938 0.09998327 0.17537925 0.03397218 -0.62322676 0.86686456 0.34957826 -0.1132652 -0.2381043 0.062145848 -0.4560076 0.19348887 -0.115414135 -0.40444258 -0.241067 -0.3610211 0.074472554 0.39275587 0.5384163 -0.6574165 0.37952808 0.5229884 0.5377671 -0.17686832 -0.5957275 0.039993618 -0.14311089 -0.17761251 0.29567122 0.3484587 0.3068186 0.12082381 -0.34843618 0.36087427 -0.21018517 0.38324958 -0.054652773 0.15793313
would 0.56120336 0.25232348 0.20053841 0.76621807 -0.044559553 0.075247735 -0.28433883 0.04018242 -0.23994587 0.47327146 -0.76336575 0.16094749 -0.06597455 -0.31695062 0.43708995 0.54596853 0.03589223 -0.10546928 0.1945996 0.16778351 0.00027052226 0.07527599 0.21117365 -0.21043351 0.2552519 -0.383414 -0.48809952 -0.40626222 -0.4489733 -0.49693742 0.70131564 -0.07165469 0.49662578 -0.6067191 0.4231698 0.1570098 0.11475394 -0.30543855 0.46343634 0.48759896 -0.664838 -0.22335544 -0.3475223 0.059231844 -0.10569485 0.120478004 0.017104715 -0.22594835 0.7481651 0.77741843
herself -0.050130267 0.07243403 -0.65392596 -0.0101381065 0.06304006 -0.3513805 -0.47415984 0.7191171 0.34492978 0.22708113 0.15509354 -0.35190442 0.20189033 -0.5179961 0.62713706 0.57843506 0.22607732 0.061271854 0.2100754 -0.26221606 -0.10052467 -0.38423467 -0.40779215 -0.5334843 0.42126697 -0.40324128 -0.10514536 -0.049688715 0.11590325 0.5124274 -0.041446693 0.14369924 0.114781894 0.23040628 -0.12068396 0.40598804 0.07485874 -0.19768417 -0.124965385 -0.22822566 -0.54295766 -0.2052001 -0.14280923 0.33658695 -0.44232747 -0.07555144 0.26510245 -0.636558 0.17986712 -0.14998098
know 0.14633007 0.69680715 -0.074861676 -0.029987 0.2326826 -0.020489128 0.2581909 0.2040526 0.478691 0.48481688 -0.15473329 0.32311565 0.08442574 -0.20027377 -0.57943803 0.48523867 -0.27609673 0.14650169 0.29630214 -0.16370632 0.6490718 -0.292995 -0.21925645 -0.05365213 -0.018555246 -0.33217412 0.47931015 0.05989249 0.2525989 -0.34835035 0.19815664 0.20102847 0.0038410053 0.24506573 0.7382989 -0.21163356 -0.27467358 -0.27262497 0.3664828 0.13129108 0.5884163 0.06302487 0.39452618 0.31983304 0.20393863 -0.47006556 0.28590322 -0.21931066 0.12768413 -0.06875586
went -0.08816116 0.6999725 -0.5121231 0.3470109 -0.54031223 -0.14244495 -0.9709354 0.25933304 0.4873687 0.1907271 0.028471297 -0.35263455 -0.2250108 -0.5104902 0.15907323 -0.48216003 0.14013296 0.18838477 -0.20655032 -0.6535209 -0.03371279 -0.21313535 -0.8141615 -0.3752042 -0.048182193 -0.1265506 0.034661483 -0.16349098 -0.10144902 -0.05954039 -0.28550613 -0.26757866 0.36426893 -0.57114303 0.7656875 0.47235048 -0.21904798 -0.83858097 0.40719703 -0.05427252 -0.25762826 0.011283021 -0.14340334 0.25933486 -0.38546777 -0.3377558 0.21591215 -0.10988747 -0.2785896 0.24373916
again 0.4432048 0.47214267 -0.535446 0.02686078 0.100773335 -0.21793656 -0.12999341 0.3018634 0.41414976 -0.042472962 -0.41676936 0.247499 -0.012982363 0.27819836 0.44375518 -0.13331965 0.22690007 -0.29638708 -0.24820189 -0.6172046 0.06763973 0.1828275 -0.12574786 -0.09312106 -0.010915962 0.21054837 0.08734857 -0.5680603 0.5904292 -0.41973054 0.1933055 -0.100302085 0.55278397 0.0056958986 -0.23245926 0.20526576 0.11780933 -0.47926867 0.11826706 -0.16834572 -0.17794739 -0.34045613 0.49449974 -0.17828916 -0.29106084 -0.68201077 0.14320032 -0.3660359 0.42374116 -0.23340853
do 0.06581576 0.14768471 -0.23121898 0.28144717 0.19033484 0.17401832 0.1632665 0.24894941 0.092643194 0.2597392 -0.55098164 0.01678778 0.46282765 -0.4877349 -0.6622723 0.85165805 -0.08501598 0.109817296 0.28463405 -0.14975029 -0.1008728 -0.6648637 -0.21289492 -0.5680918 0.35576284 -0.08873094 0.1674536 0.0019465954 0.22183023 -0.1549369 -0.052712727 0.17736101 0.0727963 -0.02646852 0.011638137 0.1701396 -0.20904194 -0.12360637 0.108275585 0.2984627 0.061148573 0.07250099 0.28780767 0.49644947 -0.3121317 -0.1839472 0.4484966 -0.5457679 0.53273046 0.2311623
have 0.4623957 0.43654174 -0.3029709 0.61644876 0.7110854 -0.058072187 0.3380524 -0.12800111 -0.24254337 0.33083966 -0.046801616 0.42654693 -0.28127876 -0.093806684 -0.23434556 0.93047035 -0.29637912 -0.25281733 0.68915427 -0.6137917 -0.08885048 -0.4579372 0.17140463 -0.25832704 -0.5840755 0.3548699 -0.9943391 -0.11314001 0.08447973 -0.46983957 0.38822803 0.53597337 -0.7806829 0.4649496 -0.13608499 0.19367883 -0.81369674 -0.07511221 -0.10410228 0.40993205 0.124012895 -0.048091207 0.041394997 0.3002816 -0.5344922 0.1332239 -0.31606695 0.32681742 0.14498775 -0.44542816
when 0.7464981 0.45290342 0.17748538 -0.35517368 0.105304115 0.8424675 -0.21356377 -0.021626623 0.21431912 -0.24562386 -0.0684289 -0.2350766 0.904753 -0.28490722 0.046210203 0.4082896 0.06304538 -0.37004563 0.4374773 -0.22119461 -0.0041272114 0.08589348 -0.2587616 0.22717845 -0.12946455 -0.27291784 -0.2750617 -0.52049536 0.15503496 -0.6304327 -0.37664935 -0.20279765 -0.22536285 0.43612176 0.11532278 0.27412435 0.3577407 0.42393506 -0.16896838 0.12786177 -0.6732354 0.060884077 0.22108142 -0.17141801 0.15236361 -0.2898731 0.24367963 -0.11525308 -0.1208457 -0.4515633
or -0.2561779 -0.17788789 0.23613554 0.66776794 -0.2971696 0.31240872 0.31482375 -0.25286847 -0.41421476 0.56440264 0.15570329 -0.24037842 -0.20562792 0.07212477 0.20480473 0.40065515 -0.18245016 -0.65879184 -0.23568822 0.033751845 -0.25249675 -0.053260338 -0.67212886 -0.36109772 -0.2709423 -0.30833653 -0.7812396 -0.058039874 0.0822546 -0.3488052 0.5315646 -0.45287845 0.30878562 0.79739136 0.69793487 0.2554821 0.21618794 0.23171192 -0.42113906 0.51443046 0.018026957 0.55429703 0.6544989 -0.34425434 0.44249734 -0.15880838 0.12009792 -0.75623786 0.1429826 0.17821153
could 0.90296817 -0.19252282 0.50121766 0.99862 -0.29552165 0.910346 -0.16334718 -0.3841029 -0.23995952 0.638953 -0.86108255 0.076744325 -0.35357943 -0.21962535 0.1922525 0.3336125 0.0348246 0.1268572 -0.2448531 -0.29292038 0.07693991 -0.58772707 0.18598895 -0.55421805 -0.2720861 0.112165734 -0.022558773 -0.35428038 0.1990432 -0.42611107 -0.3310955 -0.1541738 0.07003156 0.123276316 0.4073232 -0.38328624 0.009538167 -0.56532806 0.28492385 0.4157024 -0.59275573 -0.2708477 0.08683534 0.03557635 -0.14499657 -0.24505049 0.39335412 -0.49209392 1.0542831 0.69852275
thought 0.02005791 0.2353747 -0.33872622 0.6976395 -0.35048047 0.29052672 -0.89118713 0.043356262 0.114157036 -0.07446038 -0.16639674 0.1880745 -0.27737793 -0.21906702 0.17849474 0.039051358 0.3646319 -0.64901996 0.38964993 -0.042773906 -0.3490191 -0.7633458 0.23218308 0.26131862 -0.21304017 0.19798964 -0.18641698 -0.11668027 0.48333493 -0.47863787 -0.019069942 -0.002067496 -0.570869 0.17396423 0.2523389 -0.20878153 -0.36432713 -0.18711938 -0.022993272 -0.46393535 0.15402457 0.21189582 0.08120249 -0.27542582 -0.18306442 -0.318721 0.7529738 -0.041592807 -0.18507366 0.029657576
off 0.12822711 -0.19223742 -0.45445168 0.53768796 -0.61523676 0.20060913 -0.043707743 0.20117255 -0.12490824 -0.64767414 -0.21387719 -0.06066835 0.3079888 -0.060091853 0.11026098 -0.57096803 0.6151013 -0.0935386 -0.17233546 -0.05257945 0.0884737 -0.19232213 -0.4011135 -0.14510152 0.41946098 0.28960133 -0.08200708 -0.02742969 -0.07051943 -0.5209004 0.22304733 -0.19506347 -0.037996735 0.4540441 -0.3681194 -0.17121291 0.26153916 0.27897596 -0.39527187 0.21647371 -1.0478767 0.5695381 0.18207206 0.4945797 0.13180985 -0.68257314 -0.20837212 0.092755 0.68183655 0.32880777
queen 0.3261403 -0.17224361 -0.3234642 0.6296891 0.5539438 0.018083198 -0.0753694 0.522909 0.5957281 0.057785623 0.30826557 -0.15009177 0.20459631 -0.16505244 -0.4285282 -0.73545414 -0.050174665 0.004929188 -0.113407284 -0.06705014 -0.4032219 0.009010699 -0.27586308 -0.29716992 0.4343887 -0.14395048 0.5929031 0.09871294 -0.14191008 -0.33128497 -0.025652131 0.22017138 -0.10937671 -0.08448225 -0.1794833 0.5207658 -0.34322476 0.29824862 -0.5142504 -0.15840155 -0.64927894 0.040443808 -0.1281259 0.77994406 0.23667526 -0.12873915 0.11706867 0.38811705 -0.05598955 0.21984123
time 0.34846485 0.9030516 -0.29739776 -0.22415186 0.42654186 0.5978321 -0.21140155 0.4704459 0.027441014 -0.08786571 0.05828552 0.36753163 -0.3580909 0.23113951 0.055399634 0.10297418 0.3246899 -0.17662372 0.6915177 -0.6209999 0.032120503 0.22872087 0.39935702 -0.76763076 0.19009665 -0.28350684 -0.23302782 -0.17453596 0.015146204 0.11173951 -0.32996154 -0.4872436 -0.11576245 0.20043808 0.4674294 -0.052648418 -0.1324944 0.33909178 -0.211504 0.050885327 0.019549329 0.23280478 0.055502765 -0.21862914 -0.06647562 0.06146808 -0.31145805 0.5014505 0.23646897 0.24298917
how 0.42852172 0.340889 -0.39191422 -0.13522176 -0.36009452 0.046892986 0.5174089 0.50571156 0.6014314 0.64116335 -0.37379313 0.42464396 0.5680722 -0.20916602 0.08197903 0.297193 0.60549676 -0.14835075 -0.22899218 -0.64779276 -0.40524805 -0.26970348 0.49630746 0.1013911 0.40231702 -0.016221596 -0.36198878 -0.41794848 0.061214667 -0.07376907 -0.14511627 0.09413651 -0.025768813 0.5476566 0.6826582 -0.32588053 -0.43168968 0.17432353 0.3838591 0.42558697 -0.09184761 -0.3247924 0.38965252 0.3040841 -0.11651117 -0.026572503 0.28385812 -0.18925782 0.31501728 -0.20061652
me 0.10285648 0.43826804 -0.28273958 1.0075347 0.96858996 -0.019305704 0.055132315 -0.39351973 0.04368815 0.21925753 -0.6573472 0.31518954 -0.022175387 0.30156043 0.15499976 0.47330493 0.55201775 0.031674765 -0.35502785 -0.37140465 -0.3539313 -0.40116414 0.039395396 -0.29660916 -0.12989737 0.6043088 -0.17980741 0.16642427 0.21250083 -0.6447871 0.084868506 -0.2167037 -0.0365395 0.33760867 -0.32406574 -0.39122257 0.03482352 0.529527 0.2833978 0.24338147 0.1563039 0.281863 -0.099785686 0.3747058 0.8043969 -0.6186455 0.4275743 0.019872604 1.1842738 0.2531552
into -0.01945148 -0.14310306 0.100433975 -0.3598526 0.5574519 -0.0013266555 -0.05629713 0.69380116 0.89792454 -0.20403759 -0.32731554 0.28095895 -0.57357186 -0.7229182 0.04125581 -0.6861287 -0.5812156 -0.7243271 0.50639397 -0.12518993 -0.6252283 0.6383245 0.062164772 -0.46511447 0.22733024 0.035716284 -0.48678273 0.22859868 0.5373338 -0.5704493 -0.10748227 -0.4981472 -0.016660651 0.34254315 -0.44596452 -0.10343523 0.38636735 -0.44035134 -0.35748333 0.16422567 0.030760951 -0.34748608 -0.21058765 0.82952875 -0.11484465 0.33907965 -0.014733244 0.1292841 0.40941113 -0.484214
see 0.47240734 0.5129306 -0.2353786 0.5386892 -0.02330291 -0.035077848 0.009709269 0.39658606 0.23724107 0.24805315 -0.28936103 0.00027990027 0.10780059 0.18960695 -0.23777488 0.8267126 0.12623826 0.11213083 0.43645254 -0.24447219 0.08974446 -0.12900135 -0.34006786 0.17298849 0.299249 -0.16137406 -0.5543139 -0.35541162 0.095473364 0.18284625 -0.20730571 0.14480335 -0.077841364 0.26615787 0.15444294 -0.100665085 -0.41666663 -0.7133875 0.2813478 0.22415674 0.4594853 0.26680067 0.16376379 -0.20581529 -0.087609924 -0.24984886 0.2954761 0.082372844 0.7020484 0.49443647
did 0.4877903 -0.007072325 -0.074678704 0.7866104 0.013275149 0.19543332 -0.047078036 -0.19085096 0.32162163 0.62725717 -0.6203858 -0.16459024 0.15351467 -0.51201004 -0.039428495 0.49003786 -0.0079618255 -0.042607374 0.21471508 0.4160384 -0.15676528 -0.091837384 -0.094692126 -0.124150634 -0.31052157 -0.72580665 0.21383329 -0.46170476 -0.23732829 -0.54196143 -0.1631247 -0.2806152 0.25514838 -0.3368205 0.3358139 -0.5754676 -0.7051519 -0.51764655 0.48457623 -0.17594916 -0.40376943 -0.15311004 0.0245846 0.3673422 -0.2893404 -0.19312845 -0.09213746 -0.44381672 0.12405858 1.090223
who 0.24203193 -0.1662826 -0.22078452 0.080994874 0.13862015 0.36339372 -0.088783294 -0.33753878 0.392478 0.16809061 0.40232167 0.0773387 -0.4351939 -0.18167453 -0.35900587 0.08877632 -0.19790895 -0.7794086 0.16307294 -0.019654753 -0.37745735 -0.06140667 -0.43376383 -0.19884458 0.15899344 -0.19923586 0.035513513 0.23557627 -0.08045959 -0.034041822 -0.35622302 -0.15251793 -0.4313269 -0.058314957 -0.0047586653 -0.19343533 -0.45183674 0.22350517 -0.09973502 0.15240484 -0.09313274 0.06717076 0.6090228 0.27593377 0.6966417 0.021433368 0.006630534 0.14499953 0.0027489716 0.8334225
can 0.91787416 -0.006917622 0.33407864 0.2937964 -0.046239328 0.12884624 0.24738911 -0.45710042 0.40107808 0.3204699 -0.6948786 0.44965988 -0.43461064 0.03898507 0.08643717 0.5133516 0.5230317 0.356684 -0.07688529 0.00013177209 0.3954093 -0.65908754 -0.25349 -0.35765252 -0.46687064 -0.025069615 0.32480165 -0.39069623 0.6210873 -0.35793856 0.43086594 0.12359027 -0.33023816 -0.22539526 0.9422267 0.07089509 -0.17317359 0.20794395 0.46426296 0.6276691 -0.16277684 -0.039928336 0.32039565 0.15074213 -0.3831272 -0.7279774 0.15292197 -0.4735856 0.3790238 0.22483175
well 0.5571291 0.058026277 0.43354928 0.49831447 0.39685985 0.3969026 -0.06523658 -0.42137972 -0.0144907115 0.57721925 -0.15643546 -0.17331491 -0.18506384 -0.31448674 0.046526615 0.1060132 0.1938275 -0.06566628 0.6482758 -0.08830926 0.5905352 -0.3127764 -0.060494073 -0.8533649 -0.29572383 -0.026743675 -0.46421996 -0.18384731 0.30376083 0.28606105 -0.49477533 0.21797557 -0.71619505 -0.18870027 0.47060367 0.282541 0.31784856 -0.25578395 0.07458727 0.09962493 0.06070485 0.11316381 0.23486881 0.30897158 0.27351224 -0.4805752 0.7295891 -0.054619774 -0.0763814 -0.31305876
m 0.54734874 0.2679938 0.45183215 -0.39114976 -0.32027176 -0.47037783 -0.6908028 0.066760845 -0.55846816 0.7327412 -0.31558245 -0.23814337 -0.10885156 -0.40707117 -0.14557035 0.4585581 -0.010300185 -0.4435234 -0.6930447 -0.05908337 0.19108438 -0.39822483 -0.025951575 -0.5924175 -0.595412 0.16994946 0.37902442 0.088307746 0.42792618 -0.68873847 0.2489429 0.6468541 0.022625225 0.8797999 0.61599517 0.57317615 -0.15758643 0.12508677 -0.1030372 -0.68630415 -0.18114498 0.06576926 0.25117007 0.2497282 -0.7531597 -0.83480823 0.09000288 -0.53866285 0.19699886 0.29528424
your -0.17145097 0.40644217 -0.109662555 0.40232745 -0.39970464 -0.21608168 -0.4551777 0.06769978 0.5865708 -0.08432167 0.32338166 0.075987734 0.75571865 0.15492864 -0.8478871 -0.047636706 0.4203921 0.55918074 -0.30948135 -0.7326276 0.4407507 -0.4273312 0.63806736 -1.0150965 0.21981262 -0.422472 0.569935 0.16991356 -0.42201093 -0.22760476 0.36452594 0.0048943493 -0.82605785 -0.0018397933 0.26650116 0.0144642275 -0.3341595 0.088670775 0.4259785 -0.18235847 -0.14668037 0.41559094 -0.4791968 0.015413767 0.24688515 -0.49992985 0.30505484 -0.61324227 -0.039330736 -0.37048024
king 0.49965537 -0.06870504 -0.4193433 -0.03995252 0.21233279 -0.42200032 -0.2727497 0.425973 0.4733079 0.36860916 0.08866425 0.19828372 -0.0330724 -0.48112568 -0.29360414 -0.6014758 -0.27288312 -0.05882729 -0.22791131 -0.34432882 -0.29603165 0.1895426 -0.65076804 -0.40071785 0.6121658 -0.21683039 0.36922446 0.16436799 -0.21145442 0.092930704 0.16017674 0.31708303 -0.1886559 0.43450114 -0.2373981 0.28762266 -0.3273644 0.13418896 0.04708618 -0.31205726 -0.5190504 -0.40310824 0.025983296 0.34898543 0.27264488 -0.47860178 0.060591776 -0.21943 -0.31736773 0.2677836
don 0.60619926 0.1919236 0.11623822 0.8261998 -0.31574494 0.120749764 0.18468037 -0.7361712 0.6626333 0.40703413 -0.4178475 0.44472358 -0.038100608 -0.2233104 -0.48334387 0.5645135 1.1284416 0.117057815 -0.27332595 0.30289203 0.033536732 -0.68045574 -0.007721722 0.3235267 -0.25673878 0.09775125 0.58963615 0.009128444 0.78804564 -1.1295786 0.35361344 0.5893337 -0.0773156 -0.025888177 0.3743473 0.1425787 -0.1586153 0.04007411 0.68389714 0.2507781 0.07825509 0.068577625 0.48186 0.40172642 -0.5721898 -0.69910204 0.11489045 -0.3176871 0.23461725 0.25444233
now 0.38700262 0.82948583 -0.3371454 -0.05569892 -0.068515144 -0.14144196 -0.09310586 0.41150302 0.31963083 0.5967081 0.15842597 0.11547332 -0.12717871 0.2964331 -0.43864515 0.42313784 0.24832831 -0.3684524 0.52417505 0.100632615 0.2265089 -0.20636702 0.14932682 0.06503685 -0.17216495 0.14235322 0.064575404 -0.1675403 0.1388849 -0.42422917 -0.6131129 0.007956523 -0.2235592 0.4474314 0.36532778 -0.14144827 0.005013922 0.2441145 0.012223027 -0.2743312 0.22100587 -0.1990301 0.0316825 0.32322335 0.2264843 -0.48700812 0.23931964 0.002883367 0.3074708 0.15253367
by 0.111701034 0.5915401 0.25898442 0.44347396 0.049275376 -0.14846076 -0.07376593 0.40859082 0.22700256 -0.3778476 -0.35494646 0.036780242 -0.52328426 0.090570435 0.025812188 -0.85776776 -0.24159811 -0.08461748 0.22582115 -0.40245447 -0.5490919 0.3756241 -0.49703905 0.20980515 0.08320709 -0.22741455 -0.32235834 0.25939286 0.6555366 -0.16659804 0.24679886 -0.27418053 0.04393729 0.6199455 0.07952585 0.0041473643 -0.1268441 0.075649045 -0.7021312 -0.028619219 0.28114572 -0.0021513195 0.064046286 -0.39050898 -0.029316142 -0.14445916 -0.34970886 -0.07128614 0.093593195 0.2758099
began -0.3097759 0.47040105 -0.46200806 0.4024593 0.24390575 -0.071683325 -0.36588225 0.3358642 0.16298509 -0.3472463 0.07628332 -0.35874665 -0.077951424 0.2388316 -0.28542012 -0.015216649 0.16919248 -0.24060257 -0.22962563 0.22683619 -0.21385062 0.12366063 -0.47738743 -0.10788506 -0.24991108 0.0035250897 -0.04356986 -0.047606714 0.42279923 -0.1208946 -0.3241705 -0.5497592 0.73607266 0.16771524 -0.036839206 0.26378453 -0.26576233 -0.63729525 -0.25540605 -0.56570315 -1.0659771 0.37398767 -0.12505895 -0.24895999 -0.42669925 -0.96423686 0.2717932 -0.4633693 -0.55468 -0.27686617
its -0.8096457 -0.45127925 -0.4215444 -0.035620525 0.69643676 -0.66455185 -0.45192012 0.7290169 0.5585641 -0.17133442 0.032737426 -0.17525658 0.577574 0.08067487 -0.4598517 -0.41603354 0.74638605 -0.14614223 0.25919703 -0.2716166 0.3690453 -0.79498094 0.18652126 0.04798752 0.678496 0.20885965 -0.110938095 -0.16955134 -0.2309519 0.31198907 -0.1836934 -0.66284925 0.34191272 0.059901893 -0.2667771 0.2008307 0.5365374 -0.69066304 -0.7263191 0.06554802 -0.11441325 -0.19960694 -0.0018057904 -0.34241033 0.47834066 0.084332645 0.03791441 0.06185345 0.29320794 -0.16590483
